day,play,outlook,temp,humidity,wind
D1768,Yes,Rain,Cool,High,Weak
D1769,Yes,Sunny,Mild,High,Weak
D1770,No,Rain,Mild,High,Strong
D1771,No,Sunny,Hot,High,Strong
D1772,Yes,Overcast,Mild,Normal,Weak
D1773,Yes,Sunny,Hot,Normal,Weak
D1774,No,Sunny,Mild,High,Strong
D1775,No,Sunny,Mild,High,Weak
D1776,Yes,Overcast,Mild,Normal,Weak
D1777,Yes,Overcast,Mild,Normal,Strong
D1778,No,Rain,Mild,High,Strong
D1779,Yes,Sunny,Hot,Normal,Weak
D1780,Yes,Overcast,Cool,Normal,Strong
D1781,Yes,Sunny,Hot,High,Weak
D1782,Yes,Rain,Cool,Normal,Strong
D1783,No,Rain,Cool,High,Strong
D1784,Yes,Rain,Hot,Normal,Weak
D1785,Yes,Overcast,Cool,High,Weak
D1786,Yes,Rain,Mild,Normal,Strong
D1787,Yes,Overcast,Mild,High,Weak
D1788,No,Sunny,Cool,High,Strong
D1789,Yes,Overcast,Hot,High,Weak
D1790,No,Rain,Cool,High,Strong
D1791,Yes,Sunny,Mild,Normal,Weak
D1792,Yes,Rain,Hot,Normal,Strong
D1793,Yes,Rain,Cool,Normal,Weak
D1794,No,Sunny,Mild,High,Strong
D1795,Yes,Rain,Mild,Normal,Weak
D1796,Yes,Overcast,Cool,Normal,Weak
D1797,No,Rain,Mild,High,Strong
D1798,No,Sunny,Cool,Normal,Strong
D1799,Yes,Overcast,Mild,Normal,Weak
D1800,Yes,Overcast,Hot,Normal,Strong
D1801,No,Sunny,Mild,High,Weak
D1802,Yes,Overcast,Cool,Normal,Weak
D1803,Yes,Overcast,Mild,Normal,Weak
D1804,Yes,Overcast,Hot,Normal,Weak
D1805,Yes,Sunny,Cool,Normal,Weak
D1806,Yes,Rain,Mild,High,Weak
D1807,Yes,Rain,Mild,High,Weak
D1808,No,Sunny,Cool,High,Strong
D1809,Yes,Overcast,Hot,Normal,Weak
D1810,Yes,Overcast,Cool,High,Weak
D1811,No,Sunny,Hot,High,Strong
D1812,No,Rain,Hot,High,Strong
D1813,No,Rain,Mild,High,Strong
D1814,Yes,Overcast,Cool,Normal,Weak
D1815,No,Rain,Mild,High,Strong
D1816,No,Rain,Mild,High,Strong
D1817,Yes,Rain,Mild,High,Weak
D1818,Yes,Overcast,Hot,Normal,Weak
D1819,Yes,Overcast,Cool,High,Weak
D1820,No,Sunny,Hot,Normal,Strong
D1821,Yes,Sunny,Mild,High,Weak
D1822,Yes,Overcast,Hot,Normal,Strong
D1823,No,Sunny,Mild,High,Strong
D1824,Yes,Rain,Hot,High,Strong
D1825,No,Sunny,Mild,Normal,Strong
D1826,No,Sunny,Mild,High,Weak
D1827,Yes,Rain,Cool,Normal,Strong
D1828,Yes,Rain,Mild,Normal,Weak
D1829,Yes,Overcast,Hot,Normal,Strong
D1830,Yes,Overcast,Mild,Normal,Weak
D1831,Yes,Rain,Mild,Normal,Weak
D1832,Yes,Sunny,Cool,Normal,Weak
D1833,No,Rain,Mild,High,Weak
D1834,No,Rain,Hot,High,Strong
D1835,Yes,Sunny,Mild,Normal,Weak
D1836,Yes,Overcast,Hot,Normal,Weak
D1837,Yes,Overcast,Mild,High,Strong
D1838,No,Rain,Hot,Normal,Weak
D1839,No,Sunny,Cool,Normal,Weak
D1840,Yes,Rain,Hot,High,Weak
D1841,No,Sunny,Mild,High,Weak
D1842,Yes,Rain,Cool,High,Weak
D1843,No,Rain,Hot,High,Strong
D1844,Yes,Rain,Hot,High,Weak
D1845,Yes,Rain,Cool,Normal,Strong
D1846,No,Sunny,Cool,High,Weak
D1847,Yes,Overcast,Hot,Normal,Strong
D1848,Yes,Overcast,Mild,Normal,Strong
D1849,Yes,Rain,Cool,High,Weak
D1850,No,Sunny,Mild,High,Strong
D1851,Yes,Rain,Mild,Normal,Strong
D1852,Yes,Overcast,Mild,High,Weak
D1853,Yes,Rain,Cool,Normal,Strong
D1854,Yes,Overcast,Mild,Normal,Weak
D1855,Yes,Rain,Cool,Normal,Strong
D1856,Yes,Overcast,Cool,Normal,Weak
D1857,Yes,Sunny,Cool,Normal,Strong
D1858,No,Rain,Cool,High,Strong
D1859,Yes,Rain,Cool,Normal,Strong
D1860,No,Rain,Cool,Normal,Strong
D1861,Yes,Rain,Hot,Normal,Strong
D1862,Yes,Overcast,Cool,Normal,Weak
D1863,Yes,Overcast,Cool,Normal,Weak
D1864,Yes,Sunny,Mild,Normal,Strong
D1865,Yes,Sunny,Cool,Normal,Weak
D1866,No,Rain,Hot,High,Weak
D1867,No,Rain,Mild,High,Strong
D1868,Yes,Rain,Hot,Normal,Weak
D1869,No,Sunny,Cool,High,Strong
D1870,No,Rain,Cool,High,Weak
D1871,Yes,Overcast,Hot,Normal,Weak
D1872,No,Rain,Hot,Normal,Weak
D1873,Yes,Sunny,Mild,Normal,Weak
D1874,Yes,Rain,Hot,High,Weak
D1875,No,Sunny,Hot,Normal,Strong
D1876,Yes,Rain,Mild,High,Weak
D1877,Yes,Overcast,Cool,Normal,Weak
D1878,No,Rain,Hot,High,Strong
D1879,No,Rain,Hot,High,Strong
D1880,Yes,Overcast,Cool,Normal,Weak
D1881,No,Sunny,Mild,High,Strong
D1882,Yes,Overcast,Cool,Normal,Weak
D1883,Yes,Rain,Cool,Normal,Weak
D1884,Yes,Rain,Mild,Normal,Weak
D1885,No,Sunny,Mild,High,Weak
D1886,No,Sunny,Cool,High,Weak
D1887,No,Sunny,Mild,High,Strong
D1888,Yes,Rain,Mild,Normal,Strong
D1889,Yes,Overcast,Mild,Normal,Weak
D1890,Yes,Sunny,Cool,Normal,Weak
D1891,Yes,Rain,Mild,Normal,Strong
D1892,Yes,Overcast,Hot,Normal,Weak
D1893,No,Sunny,Mild,High,Weak
D1894,No,Rain,Cool,High,Strong
D1895,Yes,Rain,Hot,Normal,Strong
D1896,No,Rain,Cool,High,Strong
D1897,Yes,Overcast,Cool,High,Strong
D1898,Yes,Overcast,Mild,Normal,Weak
D1899,Yes,Overcast,Mild,Normal,Weak
D1900,Yes,Rain,Mild,High,Weak
D1901,Yes,Rain,Cool,High,Weak
D1902,Yes,Overcast,Cool,Normal,Weak
D1903,Yes,Rain,Mild,High,Weak
D1904,Yes,Rain,Cool,Normal,Weak
D1905,Yes,Rain,Hot,High,Weak
D1906,Yes,Sunny,Mild,High,Strong
D1907,Yes,Sunny,Mild,High,Weak
D1908,Yes,Rain,Cool,Normal,Weak
D1909,Yes,Overcast,Mild,Normal,Weak
D1910,Yes,Overcast,Mild,Normal,Strong
D1911,Yes,Sunny,Cool,Normal,Weak
D1912,No,Sunny,Mild,High,Strong
D1913,No,Sunny,Mild,High,Strong
D1914,Yes,Rain,Hot,Normal,Strong
D1915,Yes,Overcast,Mild,Normal,Weak
D1916,Yes,Rain,Cool,Normal,Weak
D1917,Yes,Rain,Mild,Normal,Strong
D1918,No,Sunny,Mild,High,Weak
D1919,Yes,Overcast,Cool,Normal,Weak
D1920,Yes,Rain,Mild,Normal,Weak
D1921,Yes,Rain,Mild,Normal,Weak
D1922,No,Rain,Mild,High,Weak
D1923,No,Sunny,Cool,High,Weak
D1924,No,Rain,Cool,High,Strong
D1925,Yes,Overcast,Mild,High,Weak
D1926,Yes,Rain,Hot,Normal,Weak
D1927,Yes,Rain,Mild,Normal,Weak
D1928,Yes,Sunny,Mild,Normal,Weak
D1929,Yes,Rain,Mild,Normal,Weak
D1930,No,Rain,Mild,High,Strong
D1931,Yes,Overcast,Mild,Normal,Weak
D1932,Yes,Sunny,Mild,Normal,Strong
D1933,Yes,Overcast,Mild,Normal,Weak
D1934,No,Sunny,Hot,High,Weak
D1935,Yes,Rain,Mild,Normal,Weak
D1936,Yes,Sunny,Mild,Normal,Weak
D1937,Yes,Overcast,Mild,High,Weak
D1938,Yes,Overcast,Mild,Normal,Strong
D1939,No,Sunny,Hot,Normal,Strong
D1940,Yes,Overcast,Cool,Normal,Strong
D1941,No,Sunny,Mild,Normal,Strong
D1942,Yes,Overcast,Cool,Normal,Weak
D1943,Yes,Sunny,Mild,Normal,Weak
D1944,Yes,Overcast,Mild,Normal,Strong
D1945,No,Sunny,Mild,High,Strong
D1946,No,Rain,Hot,High,Strong
D1947,Yes,Rain,Cool,High,Strong
D1948,Yes,Rain,Mild,Normal,Weak
D1949,Yes,Overcast,Hot,High,Weak
D1950,No,Rain,Hot,High,Weak
D1951,Yes,Overcast,Cool,High,Weak
D1952,Yes,Overcast,Hot,Normal,Weak
D1953,No,Sunny,Cool,Normal,Weak
D1954,Yes,Rain,Cool,High,Weak
D1955,No,Sunny,Hot,High,Weak
D1956,Yes,Rain,Hot,Normal,Weak
D1957,Yes,Overcast,Cool,High,Weak
D1958,No,Sunny,Hot,High,Strong
D1959,Yes,Rain,Mild,Normal,Weak
D1960,Yes,Sunny,Cool,Normal,Strong
D1961,No,Sunny,Hot,High,Strong
D1962,No,Rain,Mild,Normal,Strong
D1963,Yes,Sunny,Mild,High,Strong
D1964,No,Sunny,Mild,High,Strong
D1965,Yes,Rain,Cool,Normal,Weak
D1966,No,Sunny,Mild,High,Weak
D1967,Yes,Sunny,Mild,High,Weak
D1968,Yes,Sunny,Mild,High,Strong
D1969,No,Rain,Hot,High,Strong
D1970,Yes,Sunny,Mild,Normal,Weak
D1971,No,Rain,Hot,High,Weak
D1972,Yes,Overcast,Cool,Normal,Weak
D1973,No,Sunny,Cool,Normal,Weak
D1974,Yes,Overcast,Mild,High,Weak
D1975,Yes,Rain,Mild,Normal,Weak
D1976,Yes,Overcast,Mild,High,Weak
D1977,Yes,Rain,Mild,High,Weak
D1978,No,Rain,Cool,High,Strong
D1979,No,Sunny,Cool,High,Weak
D1980,Yes,Rain,Cool,High,Weak
D1981,Yes,Overcast,Mild,Normal,Strong
D1982,Yes,Sunny,Mild,Normal,Weak
D1983,Yes,Sunny,Mild,Normal,Weak
D1984,No,Sunny,Hot,High,Strong
D1985,Yes,Sunny,Cool,Normal,Weak
D1986,Yes,Rain,Hot,High,Strong
D1987,No,Sunny,Hot,High,Strong
D1988,Yes,Rain,Cool,High,Strong
D1989,No,Sunny,Hot,High,Strong
D1990,Yes,Overcast,Mild,Normal,Weak
D1991,Yes,Rain,Mild,Normal,Weak
D1992,Yes,Rain,Cool,High,Weak
D1993,Yes,Rain,Cool,Normal,Weak
D1994,Yes,Rain,Mild,High,Weak
D1995,Yes,Sunny,Hot,Normal,Weak
D1996,Yes,Rain,Hot,High,Weak
D1997,Yes,Rain,Mild,High,Strong
D1998,Yes,Overcast,Mild,Normal,Strong
D1999,Yes,Overcast,Cool,High,Weak
D2000,No,Rain,Cool,High,Strong
D2001,Yes,Overcast,Mild,Normal,Weak
D2002,No,Sunny,Mild,High,Weak
D2003,No,Rain,Cool,High,Strong
D2004,Yes,Overcast,Mild,Normal,Weak
D2005,Yes,Overcast,Hot,Normal,Strong
D2006,Yes,Sunny,Hot,Normal,Strong
D2007,Yes,Sunny,Hot,High,Weak
D2008,Yes,Sunny,Mild,Normal,Weak
D2009,No,Sunny,Hot,High,Weak
D2010,Yes,Overcast,Mild,High,Strong
D2011,No,Sunny,Cool,High,Strong
D2012,Yes,Rain,Cool,Normal,Weak
D2013,Yes,Overcast,Cool,Normal,Weak
D2014,No,Rain,Mild,High,Weak
D2015,No,Rain,Mild,High,Weak
D2016,Yes,Overcast,Mild,Normal,Strong
D2017,Yes,Rain,Cool,Normal,Weak
D2018,Yes,Rain,Mild,High,Weak
D2019,Yes,Overcast,Mild,High,Strong
D2020,Yes,Rain,Cool,Normal,Weak
D2021,No,Rain,Cool,High,Weak
D2022,Yes,Overcast,Cool,Normal,Weak
D2023,Yes,Overcast,Cool,Normal,Weak
D2024,Yes,Overcast,Cool,Normal,Strong
D2025,Yes,Overcast,Hot,High,Weak
D2026,No,Sunny,Cool,High,Weak
D2027,No,Sunny,Mild,High,Strong
D2028,Yes,Overcast,Cool,Normal,Weak
D2029,Yes,Rain,Hot,Normal,Weak
D2030,No,Rain,Mild,Normal,Strong
D2031,No,Sunny,Hot,High,Weak
D2032,Yes,Overcast,Mild,High,Strong
D2033,Yes,Rain,Cool,Normal,Strong
D2034,Yes,Overcast,Mild,Normal,Weak
D2035,Yes,Overcast,Cool,Normal,Weak
D2036,Yes,Rain,Mild,Normal,Strong
D2037,No,Sunny,Hot,High,Weak
D2038,Yes,Sunny,Hot,Normal,Weak
D2039,Yes,Overcast,Mild,High,Weak
D2040,No,Rain,Mild,High,Strong
D2041,Yes,Overcast,Mild,Normal,Weak
D2042,Yes,Sunny,Mild,Normal,Weak
D2043,No,Sunny,Hot,High,Weak
D2044,No,Rain,Hot,High,Strong
D2045,No,Rain,Cool,High,Strong
D2046,Yes,Rain,Hot,Normal,Weak
D2047,Yes,Overcast,Hot,Normal,Strong
D2048,Yes,Rain,Mild,High,Weak
D2049,Yes,Overcast,Cool,Normal,Weak
D2050,No,Sunny,Mild,Normal,Strong
D2051,No,Sunny,Hot,High,Weak
D2052,Yes,Rain,Cool,High,Weak
D2053,No,Rain,Mild,Normal,Weak
D2054,Yes,Rain,Mild,Normal,Weak
D2055,Yes,Overcast,Hot,Normal,Strong
D2056,Yes,Rain,Hot,Normal,Weak
D2057,Yes,Overcast,Hot,High,Weak
D2058,Yes,Overcast,Mild,Normal,Weak
D2059,Yes,Overcast,Mild,High,Weak
D2060,No,Rain,Hot,High,Weak
D2061,No,Rain,Hot,Normal,Strong
D2062,No,Rain,Hot,Normal,Strong
D2063,No,Sunny,Cool,High,Weak
D2064,Yes,Rain,Mild,High,Weak
D2065,Yes,Overcast,Hot,Normal,Weak
D2066,Yes,Overcast,Mild,Normal,Strong
D2067,No,Sunny,Hot,High,Strong
D2068,No,Sunny,Mild,High,Weak
D2069,Yes,Rain,Mild,High,Strong
D2070,Yes,Rain,Hot,Normal,Weak
D2071,Yes,Rain,Mild,High,Weak
D2072,Yes,Sunny,Mild,Normal,Weak
D2073,No,Rain,Cool,Normal,Strong
D2074,Yes,Sunny,Mild,Normal,Weak
D2075,Yes,Sunny,Cool,Normal,Strong
D2076,Yes,Overcast,Cool,High,Strong
D2077,No,Rain,Hot,Normal,Weak
D2078,Yes,Overcast,Hot,High,Strong
D2079,No,Sunny,Mild,High,Strong
D2080,No,Sunny,Mild,High,Strong
D2081,Yes,Overcast,Mild,Normal,Strong
D2082,Yes,Overcast,Cool,Normal,Weak
D2083,No,Rain,Hot,High,Weak
D2084,No,Rain,Hot,High,Strong
D2085,Yes,Rain,Cool,Normal,Strong
D2086,No,Sunny,Cool,High,Weak
D2087,Yes,Overcast,Cool,Normal,Strong
D2088,Yes,Overcast,Cool,Normal,Weak
D2089,No,Rain,Cool,Normal,Strong
D2090,No,Sunny,Mild,High,Weak
D2091,No,Rain,Cool,Normal,Weak
D2092,Yes,Overcast,Mild,Normal,Weak
D2093,Yes,Rain,Hot,High,Weak
D2094,Yes,Overcast,Mild,High,Weak
D2095,Yes,Sunny,Hot,Normal,Strong
D2096,Yes,Overcast,Mild,Normal,Weak
D2097,Yes,Rain,Cool,Normal,Weak
D2098,No,Sunny,Cool,High,Strong
D2099,Yes,Overcast,Mild,Normal,Weak
D2100,Yes,Rain,Cool,Normal,Weak
D2101,Yes,Overcast,Cool,Normal,Strong
D2102,Yes,Rain,Cool,High,Weak
D2103,Yes,Rain,Mild,Normal,Weak
D2104,Yes,Rain,Cool,High,Strong
D2105,Yes,Rain,Hot,Normal,Weak
D2106,No,Sunny,Hot,Normal,Strong
D2107,No,Rain,Cool,High,Strong
D2108,Yes,Overcast,Mild,Normal,Weak
D2109,Yes,Rain,Cool,High,Strong
D2110,Yes,Sunny,Hot,Normal,Weak
D2111,Yes,Overcast,Cool,Normal,Strong
D2112,Yes,Overcast,Hot,Normal,Strong
D2113,Yes,Sunny,Mild,Normal,Weak
D2114,No,Rain,Mild,Normal,Strong
D2115,Yes,Sunny,Mild,Normal,Strong
D2116,No,Rain,Cool,High,Weak
D2117,Yes,Sunny,Cool,Normal,Weak
D2118,Yes,Overcast,Hot,High,Weak
D2119,No,Rain,Mild,High,Weak
D2120,No,Sunny,Mild,High,Strong
D2121,Yes,Overcast,Cool,High,Weak
D2122,Yes,Rain,Hot,High,Strong
D2123,Yes,Rain,Mild,Normal,Weak
D2124,Yes,Sunny,Hot,Normal,Weak
D2125,Yes,Overcast,Cool,High,Strong
D2126,No,Rain,Mild,High,Strong
D2127,Yes,Rain,Mild,Normal,Weak
D2128,No,Sunny,Mild,High,Strong
D2129,Yes,Sunny,Cool,High,Weak
D2130,Yes,Sunny,Hot,High,Strong
D2131,No,Rain,Cool,High,Strong
D2132,No,Sunny,Mild,High,Strong
D2133,Yes,Overcast,Hot,Normal,Weak
D2134,Yes,Overcast,Mild,High,Weak
D2135,No,Sunny,Hot,High,Strong
D2136,No,Rain,Mild,High,Strong
D2137,Yes,Sunny,Mild,High,Weak
D2138,Yes,Rain,Mild,High,Weak
D2139,No,Sunny,Cool,High,Weak
D2140,No,Rain,Mild,High,Strong
D2141,Yes,Overcast,Mild,High,Weak
D2142,Yes,Rain,Cool,Normal,Weak
D2143,Yes,Overcast,Hot,High,Strong
D2144,Yes,Overcast,Mild,Normal,Weak
D2145,No,Sunny,Mild,Normal,Weak
D2146,Yes,Overcast,Cool,Normal,Weak
D2147,Yes,Sunny,Cool,Normal,Weak
D2148,Yes,Rain,Cool,Normal,Weak
D2149,Yes,Rain,Mild,Normal,Weak
D2150,Yes,Sunny,Hot,Normal,Weak
D2151,Yes,Rain,Cool,Normal,Weak
D2152,No,Sunny,Mild,High,Weak
D2153,Yes,Overcast,Cool,Normal,Strong
D2154,Yes,Rain,Mild,Normal,Weak
D2155,Yes,Rain,Mild,Normal,Weak
D2156,Yes,Overcast,Cool,High,Weak
D2157,No,Sunny,Cool,High,Weak
D2158,Yes,Overcast,Mild,High,Weak
D2159,No,Sunny,Cool,High,Strong
D2160,Yes,Overcast,Mild,High,Weak
D2161,Yes,Sunny,Mild,High,Strong
D2162,Yes,Overcast,Mild,High,Weak
D2163,No,Rain,Hot,Normal,Weak
D2164,Yes,Sunny,Cool,Normal,Weak
D2165,Yes,Overcast,Hot,Normal,Strong
D2166,Yes,Overcast,Hot,High,Weak
D2167,Yes,Overcast,Mild,Normal,Weak
D2168,No,Sunny,Cool,High,Strong
D2169,No,Sunny,Cool,High,Strong
D2170,No,Sunny,Cool,Normal,Strong
D2171,Yes,Overcast,Cool,High,Weak
D2172,Yes,Rain,Mild,High,Weak
D2173,No,Sunny,Hot,High,Strong
D2174,No,Sunny,Mild,High,Strong
D2175,Yes,Rain,Cool,Normal,Strong
D2176,Yes,Rain,Cool,Normal,Strong
D2177,Yes,Overcast,Mild,Normal,Weak
D2178,No,Sunny,Hot,Normal,Strong
D2179,No,Sunny,Cool,High,Weak
D2180,Yes,Overcast,Mild,Normal,Weak
D2181,Yes,Rain,Hot,Normal,Weak
D2182,Yes,Rain,Mild,High,Weak
D2183,Yes,Rain,Mild,High,Strong
D2184,Yes,Overcast,Cool,Normal,Weak
D2185,No,Sunny,Hot,High,Weak
D2186,Yes,Sunny,Mild,Normal,Strong
D2187,No,Sunny,Hot,High,Strong
D2188,Yes,Sunny,Mild,Normal,Weak
D2189,Yes,Rain,Mild,Normal,Weak
D2190,No,Sunny,Cool,High,Weak
D2191,Yes,Rain,Mild,Normal,Strong
D2192,No,Sunny,Mild,High,Weak
D2193,Yes,Rain,Cool,Normal,Strong
D2194,Yes,Overcast,Cool,Normal,Weak
D2195,Yes,Sunny,Mild,High,Strong
D2196,Yes,Sunny,Cool,Normal,Weak
D2197,No,Sunny,Cool,High,Strong
D2198,Yes,Overcast,Mild,High,Strong
D2199,No,Rain,Cool,High,Weak
D2200,Yes,Sunny,Cool,Normal,Weak
D2201,Yes,Overcast,Cool,Normal,Weak
D2202,No,Rain,Cool,High,Strong
D2203,Yes,Rain,Hot,Normal,Strong
D2204,No,Rain,Cool,High,Weak
D2205,No,Sunny,Cool,High,Strong
D2206,Yes,Overcast,Cool,High,Weak
D2207,Yes,Overcast,Mild,High,Strong
D2208,No,Rain,Hot,Normal,Weak
D2209,Yes,Rain,Hot,High,Weak
D2210,No,Sunny,Hot,High,Strong
D2211,Yes,Overcast,Cool,High,Strong
D2212,Yes,Rain,Hot,Normal,Strong
D2213,No,Sunny,Cool,Normal,Strong
D2214,Yes,Overcast,Mild,Normal,Weak
D2215,Yes,Sunny,Mild,Normal,Weak
D2216,Yes,Overcast,Mild,Normal,Strong
D2217,No,Sunny,Hot,High,Weak
D2218,Yes,Sunny,Cool,Normal,Weak
D2219,No,Rain,Hot,High,Strong
D2220,Yes,Rain,Hot,High,Strong
D2221,Yes,Sunny,Cool,Normal,Strong
D2222,Yes,Sunny,Cool,Normal,Weak
D2223,Yes,Overcast,Mild,Normal,Weak
D2224,No,Rain,Mild,High,Strong
D2225,No,Sunny,Hot,High,Strong
D2226,No,Rain,Hot,High,Weak
D2227,No,Sunny,Hot,High,Strong
D2228,Yes,Overcast,Hot,High,Strong
D2229,No,Rain,Hot,High,Strong
D2230,No,Sunny,Hot,Normal,Weak
D2231,Yes,Rain,Mild,Normal,Strong
D2232,Yes,Sunny,Mild,Normal,Strong
D2233,Yes,Overcast,Hot,High,Weak
D2234,Yes,Overcast,Mild,Normal,Weak
D2235,No,Rain,Cool,High,Weak
D2236,Yes,Rain,Hot,Normal,Weak
D2237,No,Rain,Mild,High,Weak
D2238,No,Sunny,Mild,High,Weak
D2239,Yes,Overcast,Mild,Normal,Weak
D2240,Yes,Sunny,Mild,Normal,Strong
D2241,Yes,Overcast,Cool,High,Strong
D2242,No,Rain,Hot,High,Strong
D2243,Yes,Rain,Cool,Normal,Strong
D2244,Yes,Overcast,Cool,Normal,Weak
D2245,Yes,Overcast,Cool,High,Weak
D2246,Yes,Rain,Hot,Normal,Weak
D2247,No,Rain,Hot,High,Strong
D2248,Yes,Rain,Hot,Normal,Weak
D2249,Yes,Sunny,Mild,Normal,Weak
D2250,No,Sunny,Hot,High,Weak
D2251,Yes,Rain,Hot,High,Weak
D2252,No,Sunny,Hot,Normal,Strong
D2253,Yes,Overcast,Cool,Normal,Strong
D2254,No,Rain,Hot,Normal,Strong
D2255,Yes,Overcast,Cool,Normal,Weak
D2256,Yes,Overcast,Cool,High,Strong
D2257,Yes,Overcast,Hot,Normal,Strong
D2258,Yes,Sunny,Mild,Normal,Strong
D2259,Yes,Overcast,Cool,High,Weak
D2260,Yes,Rain,Mild,Normal,Weak
D2261,Yes,Overcast,Cool,Normal,Weak
D2262,Yes,Sunny,Mild,High,Weak
D2263,Yes,Rain,Cool,High,Strong
D2264,No,Rain,Mild,High,Weak
D2265,Yes,Rain,Mild,Normal,Strong
D2266,Yes,Overcast,Mild,High,Weak
D2267,No,Sunny,Cool,High,Strong
D2268,Yes,Overcast,Mild,High,Weak
D2269,Yes,Overcast,Mild,High,Weak
D2270,No,Rain,Hot,High,Weak
D2271,Yes,Overcast,Mild,Normal,Strong
D2272,Yes,Overcast,Hot,High,Weak
D2273,No,Sunny,Mild,High,Strong
D2274,No,Sunny,Cool,High,Weak
D2275,No,Sunny,Mild,High,Weak
D2276,Yes,Rain,Cool,Normal,Weak
D2277,Yes,Rain,Cool,High,Weak
D2278,Yes,Overcast,Hot,High,Weak
D2279,Yes,Overcast,Cool,Normal,Strong
D2280,Yes,Rain,Cool,Normal,Weak
D2281,Yes,Rain,Hot,Normal,Strong
D2282,Yes,Overcast,Cool,Normal,Weak
D2283,Yes,Overcast,Mild,Normal,Weak
D2284,Yes,Sunny,Mild,High,Weak
D2285,No,Sunny,Cool,High,Weak
D2286,Yes,Overcast,Cool,Normal,Weak
D2287,Yes,Rain,Hot,Normal,Strong
D2288,Yes,Rain,Hot,High,Strong
D2289,Yes,Rain,Mild,Normal,Weak
D2290,No,Rain,Mild,High,Weak
D2291,Yes,Rain,Mild,Normal,Strong
D2292,Yes,Overcast,Mild,High,Strong
D2293,Yes,Overcast,Cool,Normal,Strong
D2294,Yes,Overcast,Cool,Normal,Strong
D2295,Yes,Overcast,Hot,Normal,Strong
D2296,Yes,Rain,Cool,Normal,Strong
D2297,Yes,Overcast,Cool,Normal,Weak
D2298,Yes,Overcast,Mild,High,Weak
D2299,No,Sunny,Mild,High,Strong
D2300,Yes,Overcast,Mild,Normal,Strong
D2301,Yes,Sunny,Cool,Normal,Weak
D2302,No,Rain,Hot,High,Strong
D2303,Yes,Rain,Hot,Normal,Strong
D2304,Yes,Overcast,Mild,High,Strong
D2305,No,Sunny,Hot,High,Strong
D2306,No,Sunny,Cool,High,Weak
D2307,No,Sunny,Cool,High,Strong
D2308,No,Rain,Mild,High,Weak
D2309,No,Sunny,Cool,High,Strong
D2310,Yes,Rain,Hot,Normal,Strong
D2311,Yes,Rain,Hot,High,Weak
D2312,Yes,Sunny,Hot,Normal,Strong
D2313,Yes,Overcast,Hot,Normal,Strong
D2314,Yes,Overcast,Cool,Normal,Strong
D2315,Yes,Overcast,Mild,Normal,Strong
D2316,Yes,Rain,Hot,High,Strong
D2317,Yes,Overcast,Hot,High,Weak
D2318,No,Sunny,Hot,High,Weak
D2319,Yes,Sunny,Mild,Normal,Strong
D2320,No,Sunny,Hot,High,Weak
D2321,Yes,Sunny,Hot,High,Weak
D2322,No,Sunny,Hot,High,Strong
D2323,No,Sunny,Hot,Normal,Strong
D2324,No,Sunny,Hot,Normal,Strong
D2325,Yes,Overcast,Mild,Normal,Weak
D2326,Yes,Rain,Cool,Normal,Weak
D2327,No,Rain,Mild,Normal,Strong
D2328,Yes,Rain,Cool,Normal,Weak
D2329,No,Rain,Mild,High,Strong
D2330,Yes,Overcast,Mild,Normal,Strong
D2331,Yes,Rain,Mild,Normal,Strong
D2332,Yes,Sunny,Hot,Normal,Weak
D2333,No,Rain,Mild,High,Weak
D2334,Yes,Rain,Hot,High,Weak
D2335,Yes,Overcast,Mild,High,Weak
D2336,Yes,Overcast,Cool,Normal,Weak
D2337,Yes,Overcast,Cool,Normal,Strong
D2338,Yes,Overcast,Cool,Normal,Weak
D2339,Yes,Rain,Cool,High,Weak
D2340,Yes,Rain,Hot,High,Weak
D2341,Yes,Rain,Mild,Normal,Weak
D2342,Yes,Sunny,Hot,Normal,Weak
D2343,No,Sunny,Mild,High,Strong
D2344,Yes,Overcast,Cool,Normal,Weak
D2345,Yes,Sunny,Cool,Normal,Weak
D2346,Yes,Overcast,Cool,Normal,Weak
D2347,No,Sunny,Hot,High,Strong
D2348,No,Rain,Mild,High,Strong
D2349,Yes,Overcast,Mild,High,Strong
D2350,Yes,Overcast,Mild,Normal,Weak
D2351,Yes,Sunny,Cool,Normal,Weak
D2352,Yes,Sunny,Hot,High,Weak
D2353,No,Sunny,Mild,High,Strong
D2354,Yes,Overcast,Mild,Normal,Weak
D2355,Yes,Overcast,Mild,Normal,Strong
D2356,Yes,Overcast,Cool,High,Strong
D2357,Yes,Rain,Cool,High,Weak
D2358,No,Rain,Mild,High,Weak
D2359,No,Sunny,Cool,High,Strong
D2360,No,Sunny,Mild,High,Strong
D2361,Yes,Overcast,Mild,High,Strong
D2362,Yes,Rain,Mild,Normal,Weak
D2363,No,Rain,Hot,High,Strong
D2364,Yes,Rain,Mild,High,Weak
D2365,No,Rain,Mild,High,Weak
D2366,Yes,Overcast,Hot,Normal,Weak
D2367,Yes,Sunny,Cool,High,Weak
D2368,Yes,Rain,Hot,Normal,Weak
D2369,Yes,Rain,Hot,High,Strong
D2370,Yes,Sunny,Hot,Normal,Strong
D2371,Yes,Sunny,Hot,High,Weak
D2372,Yes,Rain,Mild,High,Strong
D2373,No,Sunny,Cool,Normal,Weak
D2374,Yes,Overcast,Mild,Normal,Weak
D2375,No,Sunny,Hot,High,Weak
